date,state,temp,ppt,ll,hl,ev,runoff,cmi,change,month moist,palmer
1012018,1,49.3,1.29,6,0,0,0.2,1.11,0.18,0.15,0.759587956
1012018,2,50,0.22,6,0,0,0.22,1.15,-0.93,-0.73,0.118001417
1012018,3,51.5,0.89,6,0,0,0.26,1.21,-0.32,-0.23,0.545387894
1012018,4,54.4,1.4,6,0,0,0.34,1.28,0.12,0.09,0.867074348
1012018,5,52.8,1.53,6,0,0,0.3,1.21,0.32,0.23,0.921309583
1012018,6,54.3,3.09,6,0,0,0.35,1.18,1.91,1.38,1.746093505
1012018,7,54.3,0.11,6,0,0.24,0.35,1.09,-0.98,-0.74,0.042901639
1012018,12,75.9,0.8,4.82,0,0.37,1.17,1.54,-0.74,-0.62,0.348557669
1012018,13,76.6,2.76,4.45,0,0,1.11,2.05,0.71,0.55,1.490820772
1012018,14,75.4,0.03,6,0,1.03,1.06,1.88,-1.85,-1.43,-0.001891762
1012018,15,78.9,0.94,4.97,0,0.42,1.36,1.24,-0.3,-0.27,0.331044693
1012018,16,78.5,3.11,4.55,0,0,1.43,1.15,1.96,1.8,0.951311508
1012018,17,81,0.75,6,0,0.84,1.59,1.04,-0.29,-0.28,0.256265247
1012018,18,81.2,0.83,5.16,0,0.66,1.49,1.04,-0.21,-0.2,0.24692814
1012018,8,58.8,3.69,5.76,0,0,0.5,1.15,2.54,2.01,1.814586182
1012018,9,63.7,0.55,6,0,0.13,0.68,1.17,-0.62,-0.51,0.262946806
1012018,10,68.5,0.01,5.87,0,0.88,0.89,1.26,-1.25,-1.04,-0.011558634
1012018,11,70.9,0.8,4.99,0,0.17,0.97,1.41,-0.61,-0.51,0.3537659
1012018,19,80.6,0.42,4.5,0,0.85,1.27,1.04,-0.62,-0.6,0.10506618
1012018,20,79.9,0.97,3.65,0,0.31,1.28,1.03,-0.06,-0.06,0.211050691
1012018,21,76.8,0.08,3.34,0,0.68,0.76,0.92,-0.84,-0.8,0.004765124
1012018,22,77.9,0.37,2.66,0,0.43,0.8,0.98,-0.61,-0.58,0.051272882
1012018,23,80.6,1.11,2.23,0,0.14,1.25,1.08,0.03,0.03,0.156997773
1012018,24,80.2,0.69,2.09,0,0.26,0.95,1.01,-0.32,-0.31,0.082701093
1012018,25,77.2,0.2,1.83,0,0.32,0.52,0.84,-0.64,-0.63,0.011205195
1012018,26,80.5,0.21,1.51,0,0.3,0.51,0.94,-0.73,-0.72,0.009157774
1012018,27,80.7,0.26,1.21,0,0.23,0.49,0.95,-0.69,-0.67,0.009703824
1012018,28,77.3,1.11,0.98,0.28,0.01,1.12,0.85,0.26,0.24,0.076782797
1012018,29,80.2,0.47,0.97,-0.45,0.14,0.61,1.01,-0.54,-0.49,0.008472297
1012018,30,74.5,2.88,0.83,1.83,0,1.01,0.87,2.01,1.79,0.435959038
1012018,31,77.3,0.36,2.7,-0.28,0.75,1.11,0.73,-0.37,-0.32,0.034291921
1012018,32,70.8,0.14,1.95,-0.48,0.37,0.51,0.74,-0.6,-0.52,0.002203029
1012018,33,62.3,1.02,1.58,0.41,0,0.52,0.6,0.42,0.37,0.098881969
1012018,34,53.2,0.91,2.08,0.51,0,0.27,0.38,0.53,0.47,0.087907846
1012018,35,59.1,0.92,2.72,0.4,0,0.41,0.51,0.41,0.36,0.121628954
1012018,36,53.6,1.94,3.23,1.36,0,0.27,0.46,1.48,1.32,0.363585762
1012018,37,41.5,1.98,4.9,0,0,0.06,0.33,1.65,1.45,0.364539637
1012018,38,47.2,0.35,6,0,0,0.14,0.46,-0.11,-0.1,0.087912088
1012018,39,46.4,1.53,6,0,0,0.13,0.55,0.98,0.82,0.485109138
1012018,40,43.2,2.23,6,0,0,0.08,0.6,1.63,1.33,0.810910503
1012018,41,43.9,0.91,6,0,0,0.09,0.7,0.21,0.17,0.37956778
1012018,42,45.8,0.78,6,0,0,0.11,0.81,-0.03,-0.02,0.359157335
1012018,43,47.8,2.74,6,0,0,0.14,0.92,1.82,1.41,1.366337332
1012018,44,51.8,2.53,6,0,0,0.22,1.05,1.48,1.14,1.340627581
1012018,45,46.7,0.44,6,0,0,0.13,1.02,-0.58,-0.44,0.241862211
1012018,46,44,2.6,6,0,0,0.09,1.01,1.59,1.23,1.525336876
1012018,47,37.7,1.42,6,0,0,0.03,0.96,0.46,0.36,0.915968992
1012018,48,40.9,0.12,6,0,0,0.06,0.98,-0.86,-0.7,0.056669499
1012018,49,55.6,0.5,6,0,0,0.32,1.23,-0.73,-0.61,0.283883371
1012018,50,50.1,1.61,6,0,0,0.2,1.09,0.52,0.44,0.918097047
1012018,51,48.9,10.57,6,0,0,0.18,1.06,9.51,8.24,5.264828637
1012018,52,51.6,0.94,6,0,0,0.24,1.13,-0.19,-0.16,0.538890779
1012018,53,41.8,2.54,6,0,0,0.07,0.98,1.56,1.29,1.512318984
1012018,54,58,0.53,6,0,0,0.42,1.34,-0.81,-0.64,0.31556582
1012018,55,48.9,0.06,6,0,0.14,0.2,1.15,-1.09,-0.81,0.017721519
1012018,56,57.8,0.43,5.86,0,0,0.43,1.38,-0.95,-0.68,0.254752325
1012018,57,54.1,0.92,5.86,0,0,0.34,1.26,-0.34,-0.24,0.549241424
1022018,1,49.5,1.62,6,0,0,0.21,1.15,0.47,0.38,0.983080412
1022018,2,49.7,0.31,6,0,0,0.22,1.18,-0.87,-0.68,0.179690557
1022018,3,52.8,0.8,6,0,0,0.29,1.27,-0.47,-0.35,0.501085323
1022018,4,55.7,0.82,6,0,0,0.38,1.34,-0.52,-0.38,0.515802862
1022018,5,54.8,1.03,6,0,0,0.36,1.28,-0.25,-0.18,0.631966554
1022018,6,55.7,2.97,6,0,0,0.39,1.24,1.73,1.28,1.724777129
1022018,7,55.3,0.25,6,0,0.14,0.39,1.14,-0.89,-0.67,0.123389175
1022018,8,59.8,2.7,5.86,0,0,0.54,1.19,1.51,1.18,1.388256894
1022018,9,64.8,0.19,6,0,0.54,0.73,1.23,-1.04,-0.83,0.082632162
1022018,10,69.6,0.1,5.46,0,0.77,0.87,1.38,-1.28,-1.04,0.032388021
1022018,11,72.5,1.18,4.69,0,0,1.08,1.48,-0.3,-0.25,0.511681309
1022018,12,75.9,0.63,4.79,0,0.51,1.14,1.47,-0.84,-0.72,0.257202543
1022018,13,76.8,2.12,4.28,0,0,1.12,2.09,0.03,0.02,1.124870968
1022018,14,75.6,0.18,5.28,0,0.89,1.07,1.97,-1.79,-1.4,0.091200193
1022018,15,78.7,1.19,4.39,0,0.2,1.39,1.23,-0.04,-0.04,0.37368365
1022018,16,78.6,2.52,4.19,1.39,0,1.42,1.16,1.36,1.35,0.940958693
1022018,17,80.6,1.78,5.29,0.71,0,1.56,1.1,0.68,0.67,0.660662664
1022018,18,80.7,0.96,5.51,-0.06,0.6,1.56,1.07,-0.11,-0.1,0.312324409
1022018,19,80.5,0.41,4.91,-0.61,0.95,1.36,1.11,-0.7,-0.65,0.103800846
1022018,20,80.6,0.77,3.96,-0.34,0.5,1.27,1.19,-0.42,-0.38,0.186318926
1022018,21,77.7,0.11,3.46,-0.8,0.71,0.82,1.08,-0.97,-0.84,0.007439512
1022018,22,77.6,1.17,2.75,0.12,0.07,1.24,1.08,0.09,0.08,0.219682459
1022018,23,80.5,0.76,2.68,-0.3,0.32,1.08,1.14,-0.38,-0.34,0.116770461
1022018,24,80.1,0.74,2.36,-0.27,0.27,1.01,1.07,-0.33,-0.31,0.094339271
1022018,25,77.5,0.08,2.09,0,0.41,0.49,0.91,-0.83,-0.83,-0.000859377
1022018,26,80,0.33,1.68,0,0.3,0.63,1,-0.67,-0.69,0.025343622
1022018,27,80.7,0.18,1.38,0,0.28,0.46,1.04,-0.86,-0.86,0.005200964
1022018,28,79,1.18,1.1,0.22,0.01,1.19,1,0.18,0.18,0.096348247
1022018,29,80.5,0.14,1.09,-0.83,0.22,0.36,1.1,-0.96,-0.87,-0.009324988
1022018,30,76.2,4.45,0.87,3.01,0,1.09,0.99,3.46,2.97,1.038620649
1022018,31,77.1,0.01,4.23,-0.53,1.05,1.06,0.7,-0.69,-0.57,-0.006759527
1022018,32,71.6,0.16,3.18,-0.46,0.37,0.53,0.76,-0.6,-0.5,0.013979305
1022018,33,64.4,1.1,2.81,0.45,0,0.6,0.63,0.47,0.41,0.169635236
1022018,34,54.1,0.83,3.31,0.44,0,0.3,0.39,0.44,0.4,0.110365802
1022018,35,58.7,0.95,3.84,0.46,0,0.41,0.51,0.44,0.42,0.16868785
1022018,36,54.8,1.94,4.38,1.46,0,0.3,0.48,1.46,1.42,0.45564631
1022018,37,42.6,2.41,6,0,0,0.08,0.29,2.12,2.04,0.451888824
1022018,38,47.3,0.38,6,0,0,0.15,0.43,-0.05,-0.05,0.090135612
1022018,39,45.7,1.39,6,0,0,0.12,0.5,0.89,0.79,0.408569818
1022018,40,43.6,2.67,6,0,0,0.09,0.57,2.1,1.75,0.912089381
1022018,41,43.3,0.57,6,0,0,0.08,0.68,-0.11,-0.09,0.230590591
1022018,42,46.3,0.85,6,0,0,0.13,0.83,0.02,0.02,0.397616366
1022018,43,48.1,3.83,6,0,0,0.15,0.95,2.88,2.24,1.928977273
1022018,44,53.6,2.18,6,0,0,0.26,1.13,1.05,0.83,1.208123791
1022018,45,47.2,0.56,6,0,0,0.14,1.05,-0.49,-0.39,0.318181818
1022018,46,43.9,1.63,6,0,0,0.09,1.03,0.6,0.49,0.987349864
1022018,47,37.9,1.89,6,0,0,0.03,0.96,0.93,0.76,1.208249673
1022018,48,41.2,0.16,6,0,0,0.06,0.98,-0.82,-0.68,0.081906369
1022018,49,56.6,0.24,6,0,0.11,0.35,1.25,-1.01,-0.85,0.126224329
1022018,50,50.5,1.83,5.89,0,0,0.22,1.12,0.71,0.6,1.045015743
1022018,51,50.4,6.82,6,0,0,0.22,1.12,5.7,4.82,3.701954603
1022018,52,54.4,0.95,6,0,0,0.31,1.23,-0.28,-0.23,0.56397989
1022018,53,43,2.22,6,0,0,0.09,1.03,1.19,0.96,1.360124732
1022018,54,58.8,0.55,6,0,0,0.45,1.41,-0.86,-0.67,0.34050152
1022018,55,49.3,0.01,6,0,0.2,0.21,1.19,-1.18,-0.89,-0.01477028
1022018,56,57.8,0.48,5.8,0,0,0.44,1.41,-0.93,-0.68,0.289789213
1022018,57,54.5,1.04,5.84,0,0,0.35,1.29,-0.25,-0.18,0.630564069
1032018,1,52.2,1.87,6,0,0,0.24,1.18,0.69,0.55,1.109069806
1032018,2,52.1,0.29,6,0,0,0.24,1.19,-0.9,-0.71,0.161231451
1032018,3,55.6,0.29,6,0,0.04,0.33,1.28,-0.99,-0.76,0.162961773
1032018,4,57.8,0.97,5.96,0,0,0.4,1.33,-0.36,-0.27,0.584753263
1032018,5,56.8,1.43,6,0,0,0.37,1.26,0.17,0.12,0.839380805
1032018,6,57.7,2.93,6,0,0,0.41,1.24,1.69,1.16,1.651044153
1032018,7,57.2,0.02,6,0,0.38,0.4,1.15,-1.13,-0.75,-0.006875
1032018,8,60.9,2.85,5.62,0,0,0.53,1.22,1.63,1.08,1.421082976
1032018,9,65.2,0.17,6,0,0.53,0.7,1.22,-1.05,-0.71,0.071239669
1032018,10,69.8,0,5.47,0,0.83,0.83,1.35,-1.35,-0.96,-0.017548421
1032018,11,72.1,0.93,4.64,0,0.07,1,1.42,-0.49,-0.38,0.38287935
1032018,12,76.4,1.11,4.57,0,0.11,1.22,1.47,-0.36,-0.29,0.44268487
1032018,13,78.2,3.58,4.46,0,0,1.16,2.11,1.47,1.14,1.944161785
1032018,14,77.5,0.04,6,0,1.07,1.11,1.98,-1.94,-1.5,0.005086328
1032018,15,79.2,0.86,4.93,0,0.47,1.33,1.13,-0.27,-0.26,0.272898606
1032018,16,80.4,2.03,4.46,0,0,1.55,1.17,0.86,0.81,0.608601651
1032018,17,82.4,0.8,4.94,0,0.75,1.55,1.14,-0.34,-0.31,0.245316232
1032018,18,81.5,1.38,4.19,0,0.15,1.53,1.16,0.22,0.2,0.380357859
1032018,19,81.8,1.08,4.04,0,0.35,1.43,1.18,-0.1,-0.09,0.289096731
1032018,20,81.6,1.96,3.69,0,0,1.58,1.19,0.77,0.65,0.493107959
1032018,21,79.5,0.05,4.07,0,0.98,1.03,1,-0.95,-0.8,0.000788275
1032018,22,79.4,0.86,3.09,0,0.27,1.13,1.04,-0.18,-0.16,0.160926018
1032018,23,81.8,0.93,2.82,0,0.28,1.21,1.1,-0.17,-0.15,0.163767233
1032018,24,81.5,0.59,2.54,0,0.38,0.97,1.03,-0.44,-0.39,0.08464515
1032018,25,78.7,0.54,2.16,0,0.27,0.81,0.87,-0.33,-0.3,0.057515034
1032018,26,81,0.7,1.89,0,0.23,0.93,0.95,-0.25,-0.23,0.07120059
1032018,27,81,0.95,1.66,0,0.12,1.07,0.95,0,0,0.088334316
1032018,28,80,1.07,1.54,0,0.07,1.14,0.93,0.14,0.12,0.093083632
1032018,29,81.6,0.18,1.47,0,0.29,0.47,1,-0.82,-0.71,0.005987382
1032018,30,77.2,2.1,1.18,1.06,0,1.11,0.89,1.21,1.02,0.267910466
1032018,31,78.7,0.03,2.17,-0.54,1.02,1.05,0.72,-0.69,-0.58,-0.006235109
1032018,32,73,0.2,1.15,-0.49,0.13,0.33,0.84,-0.64,-0.53,-0.001151776
1032018,33,67.1,0.75,1.02,0.07,0,0.65,0.71,0.04,0.03,0.042277985
1032018,34,56.4,0.63,1.12,0.18,0,0.32,0.47,0.16,0.14,0.035543905
1032018,35,61.5,0.71,1.43,0.17,0,0.45,0.56,0.15,0.13,0.051833178
1032018,36,57,1.98,1.69,1.34,0,0.32,0.52,1.46,1.3,0.273679448
1032018,37,43.9,2.29,3.35,0,0,0.08,0.34,1.95,1.74,0.302127166
1032018,38,48.6,0.52,5.56,0,0,0.14,0.41,0.11,0.1,0.110123313
1032018,39,48.5,1.46,5.94,0,0,0.14,0.5,0.96,0.84,0.404014989
1032018,40,45.7,2.84,6,0,0,0.1,0.57,2.27,1.92,0.93034407
1032018,41,45,0.81,6,0,0,0.09,0.68,0.13,0.11,0.32088632
1032018,42,47.8,0.79,6,0,0,0.13,0.83,-0.04,-0.03,0.358753655
1032018,43,50.6,4.33,6,0,0,0.17,0.97,3.36,2.61,2.117234043
1032018,44,55.3,2.46,6,0,0,0.26,1.13,1.33,1.03,1.323398938
1032018,45,48.9,0.61,6,0,0,0.15,1.04,-0.43,-0.34,0.33420769
1032018,46,46.4,1.79,6,0,0,0.11,1.02,0.77,0.61,1.022909761
1032018,47,40.4,1.72,6,0,0,0.04,0.94,0.78,0.62,1.02333887
1032018,48,43.1,0.23,6,0,0,0.07,0.96,-0.73,-0.59,0.119311741
1032018,49,58.2,0.23,6,0,0.12,0.35,1.23,-1,-0.82,0.115362096
1032018,50,53.6,1.54,5.88,0,0,0.25,1.14,0.4,0.32,0.848941407
1032018,51,55,5.82,6,0,0,0.29,1.18,4.64,3.78,3.139144688
1032018,52,56.6,0.8,6,0,0,0.33,1.25,-0.45,-0.36,0.463674878
1032018,53,46.4,1.97,6,0,0,0.12,1.06,0.91,0.73,1.166379152
1032018,54,61.2,0.85,6,0,0,0.48,1.43,-0.58,-0.46,0.523639282
1032018,55,51.3,0.03,6,0,0.19,0.22,1.18,-1.15,-0.88,-0.001524073
1032018,56,59.4,0.58,5.81,0,0,0.44,1.39,-0.81,-0.6,0.34138774
1032018,57,56.1,1.18,5.95,0,0,0.35,1.26,-0.08,-0.05,0.69443693
1042018,1,51.5,1.74,6,0,0,0.24,1.17,0.57,0.46,1.036381977
1042018,2,51.6,0.3,6,0,0,0.24,1.19,-0.89,-0.68,0.168902649
1042018,3,53.8,0.74,6,0,0,0.3,1.25,-0.51,-0.36,0.447731755
1042018,4,55.5,0.84,6,0,0,0.35,1.29,-0.45,-0.3,0.511373425
1042018,5,55.6,0.76,6,0,0,0.36,1.26,-0.5,-0.32,0.450063776
1042018,6,55.8,2.46,6,0,0,0.37,1.21,1.25,0.8,1.401021198
1042018,7,58,0.16,6,0,0.29,0.45,1.2,-1.04,-0.67,0.072727273
1042018,8,60.7,1.96,5.71,0,0,0.54,1.21,0.75,0.5,0.993457844
1042018,9,65.6,0.06,6,0,0.67,0.73,1.23,-1.17,-0.81,0.014289625
1042018,10,69.4,0.03,5.33,0,0.78,0.81,1.33,-1.3,-0.95,-0.003099738
1042018,11,71,0.9,4.55,0,0.07,0.97,1.33,-0.43,-0.33,0.345873661
1042018,12,75.9,1.08,4.48,0,0.12,1.2,1.37,-0.29,-0.23,0.396871708
1042018,13,77.5,2.2,4.36,0.16,0,1.14,2.04,0.16,0.12,1.190121837
1042018,14,76,0.26,5.42,-1.15,0.81,1.07,1.9,-1.64,-1.19,0.10808033
1042018,15,79,1.32,4.61,0.24,0.11,1.43,1.11,0.21,0.2,0.412191212
1042018,16,79.1,1.61,4.5,0.55,0,1.44,1.07,0.54,0.51,0.505024943
1042018,17,80.9,1.43,4.67,0.33,0.14,1.57,1.12,0.31,0.29,0.453167116
1042018,18,81,1.2,4.53,0.12,0.3,1.5,1.11,0.09,0.08,0.35035533
1042018,19,81.1,0.49,4.23,-0.52,0.76,1.25,1.13,-0.64,-0.56,0.110309644
1042018,20,81.4,0.9,3.47,-0.21,0.39,1.29,1.19,-0.29,-0.25,0.196782439
1042018,21,78.8,0.33,3.08,-0.59,0.54,0.87,1.08,-0.75,-0.63,0.044407804
1042018,22,77.8,3.63,2.54,2.26,0,1.32,1.04,2.59,2.22,1.064475157
1042018,23,81.1,0.72,4.85,-0.08,0.78,1.5,0.86,-0.14,-0.12,0.164599077
1042018,24,80.5,0.5,4.07,-0.33,0.69,1.19,0.9,-0.4,-0.37,0.092530593
1042018,25,78,0.23,3.38,-0.54,0.59,0.82,0.83,-0.6,-0.58,0.025591416
1042018,26,80.2,0.28,2.79,-0.6,0.52,0.8,0.94,-0.66,-0.64,0.026456007
1042018,27,80.9,0.17,2.27,-0.74,0.46,0.63,0.98,-0.81,-0.78,0.005550125
1042018,28,80.4,0.76,1.81,0,0.18,0.94,1,-0.24,-0.22,0.078939232
1042018,29,80.9,0.08,1.63,0,0.34,0.42,1.03,-0.95,-0.84,-0.00333981
1042018,30,77.7,2.93,1.29,1.71,0,1.14,0.95,1.98,1.67,0.515895954
1042018,31,77.7,0.01,3.08,-0.49,1.04,1.05,0.65,-0.64,-0.53,-0.006746268
1042018,32,72.8,0.27,2.04,-0.39,0.21,0.48,0.78,-0.51,-0.43,0.016277019
1042018,33,67.1,0.3,1.83,-0.28,0.11,0.41,0.67,-0.37,-0.32,0.017097308
1042018,34,55,0.98,1.72,0.54,0,0.3,0.43,0.55,0.5,0.090738299
1042018,35,59.7,0.61,2.4,0.16,0,0.42,0.49,0.12,0.12,0.062346658
1042018,36,57,1.85,2.59,1.37,0,0.34,0.49,1.36,1.33,0.305759303
1042018,37,44.5,3.42,4.1,3.08,0,0.09,0.3,3.12,3.04,0.723924624
1042018,38,48.2,0.36,6,0,0,0.15,0.35,0.01,0.01,0.069274356
1042018,39,47.3,1.82,6,0,0,0.13,0.43,1.39,1.26,0.450099548
1042018,40,44.8,2.8,6,0,0,0.09,0.49,2.31,1.96,0.809647979
1042018,41,43.6,0.52,6,0,0,0.08,0.59,-0.07,-0.06,0.181952191
1042018,42,47.7,0.79,6,0,0,0.14,0.76,0.03,0.02,0.3302581
1042018,43,49,3.56,6,0,0,0.16,0.88,2.68,1.97,1.646185286
1042018,44,55.7,2.14,6,0,0,0.29,1.09,1.05,0.76,1.107562763
1042018,45,48.2,0.66,6,0,0,0.15,1.01,-0.35,-0.26,0.357171423
1042018,46,44.9,1.27,6,0,0,0.1,0.99,0.28,0.21,0.72697532
1042018,47,39.8,1.81,6,0,0,0.04,0.94,0.87,0.67,1.089443861
1042018,48,42.2,0.1,6,0,0,0.07,0.96,-0.86,-0.69,0.041761422
1042018,49,58.6,0.26,6,0,0.12,0.38,1.27,-1.01,-0.84,0.136107711
1042018,50,52.4,1.7,5.88,0,0,0.24,1.14,0.56,0.48,0.955450017
1042018,51,53,6.03,6,0,0,0.26,1.15,4.88,4.15,3.261066013
1042018,52,56.9,0.7,6,0,0,0.36,1.27,-0.57,-0.48,0.408067542
1042018,53,46.1,1.51,6,0,0,0.13,1.06,0.45,0.36,0.901898028
1042018,54,60.1,1.08,6,0,0,0.47,1.41,-0.33,-0.25,0.670421286
1042018,55,50.1,0,6,0,0.21,0.21,1.16,-1.16,-0.84,-0.020523708
1042018,56,57.9,0.38,5.79,0,0.04,0.42,1.37,-0.99,-0.67,0.218214319
1042018,57,56.2,1.22,5.75,0,0,0.38,1.3,-0.08,-0.05,0.71624705
1052018,1,53.2,1.31,6,0,0,0.25,1.22,0.09,0.07,0.790585912
1052018,2,53,0.83,6,0,0,0.25,1.25,-0.42,-0.32,0.511068575
1052018,3,55.9,0.42,6,0,0,0.33,1.33,-0.91,-0.67,0.252960894
1052018,4,57.1,0.97,6,0,0,0.37,1.35,-0.38,-0.26,0.603739913
1052018,5,57.9,0.64,6,0,0,0.4,1.33,-0.69,-0.45,0.382599322
1052018,6,57.6,1.48,6,0.19,0,0.4,1.24,0.24,0.15,0.868576824
1052018,7,60.4,0.1,6,-0.67,0.39,0.49,1.22,-1.12,-0.71,0.031948733
1052018,8,62.4,1.98,5.61,0.52,0,0.57,1.22,0.76,0.48,1.052309229
1052018,9,67.2,0.03,6,-0.74,0.73,0.76,1.21,-1.18,-0.78,-0.003045553
1052018,10,71.3,0,5.27,0,0.84,0.84,1.35,-1.35,-0.95,-0.017252396
1052018,11,72.8,1.12,4.43,0,0,1.03,1.38,-0.26,-0.2,0.428005039
1052018,12,75.7,2.01,4.52,0.59,0,1.19,1.33,0.68,0.55,0.821126235
1052018,13,77.7,4.04,5.34,1.68,0,1.14,1.98,2.06,1.64,3.146072525
1052018,14,76.8,0.28,6,-1.24,0.82,1.1,1.89,-1.61,-1.28,0.131148042
1052018,15,78.5,1.37,5.18,0.39,0,1.37,1,0.37,0.35,0.443779518
1052018,16,80.4,1.08,5.18,0.08,0.4,1.48,1.04,0.04,0.04,0.333786504
1052018,17,81.3,1.26,4.78,0.21,0.24,1.5,1.08,0.18,0.17,0.382259604
1052018,18,80.7,0.78,4.54,-0.26,0.57,1.35,1.11,-0.33,-0.3,0.207551551
1052018,19,81.3,0.47,3.97,-0.63,0.71,1.18,1.23,-0.76,-0.67,0.102232989
1052018,20,81.2,1.07,3.26,-0.17,0.25,1.32,1.32,-0.25,-0.21,0.248148855
1052018,21,79.3,0.33,3.01,-0.73,0.53,0.86,1.22,-0.89,-0.77,0.044413445
1052018,22,78.4,2.63,2.48,1.32,0,1.32,1.18,1.45,1.28,0.7012722
1052018,23,81.3,0.78,3.79,-0.24,0.71,1.49,1.09,-0.31,-0.28,0.168291586
1052018,24,80.5,1.15,3.08,0.11,0.29,1.44,1.07,0.08,0.07,0.227636306
1052018,25,77.9,0.74,2.79,-0.13,0.23,0.97,0.91,-0.17,-0.17,0.106499636
1052018,26,79.7,0.76,2.56,-0.14,0.24,1,0.94,-0.18,-0.18,0.100621018
1052018,27,80.4,0.23,2.32,-0.67,0.44,0.67,0.99,-0.76,-0.71,0.013413179
1052018,28,80.9,0.51,1.88,-0.44,0.27,0.78,1.05,-0.54,-0.48,0.039518474
1052018,29,81.2,0.07,1.61,0,0.34,0.41,1.11,-1.04,-0.88,-0.004956535
1052018,30,78.3,1.65,1.27,0.54,0,1.16,1.03,0.62,0.5,0.192962795
1052018,31,78,0.04,1.76,-0.66,0.62,0.66,0.91,-0.87,-0.7,-0.008328774
1052018,32,73.4,1.58,1.14,0.59,0,0.9,0.91,0.67,0.55,0.168882489
1052018,33,69.8,0.17,1.82,-0.35,0.58,0.75,0.62,-0.45,-0.39,0.004461866
1052018,34,56.6,0.6,1.24,0.17,0,0.32,0.45,0.15,0.13,0.034846428
1052018,35,60.8,0.48,1.52,0.03,0,0.43,0.49,-0.01,-0.01,0.028656339
1052018,36,60.2,1.5,1.57,0.94,0,0.41,0.51,0.99,0.9,0.163892758
1052018,37,46.4,3.65,2.66,3,0,0.11,0.34,3.31,2.96,0.688468291
1052018,38,50,0.47,6,0,0,0.17,0.38,0.09,0.08,0.096186441
1052018,39,49.2,1.64,6,0,0,0.15,0.47,1.17,0.96,0.426285313
1052018,40,47.4,2.3,6,0,0,0.12,0.55,1.75,1.38,0.711214618
1052018,41,44.8,0.72,6,0,0,0.09,0.63,0.09,0.07,0.26541368
1052018,42,49.6,0.89,6,0,0,0.16,0.81,0.08,0.06,0.383177405
1052018,43,52.1,3.32,6,0,0,0.2,0.95,2.37,1.86,1.574001947
1052018,44,58.8,2.04,6,0,0,0.35,1.16,0.88,0.7,1.069682989
1052018,45,49.8,0.54,6,0,0,0.16,1.01,-0.47,-0.38,0.281274336
1052018,46,47.1,1.08,6,0,0,0.12,0.97,0.11,0.09,0.580810313
1052018,47,42.4,1.56,6,0,0,0.06,0.91,0.65,0.53,0.864414234
1052018,48,44.1,0.19,6,0,0,0.08,0.92,-0.73,-0.59,0.089616835
1052018,49,60.2,0.15,6,0,0.26,0.41,1.25,-1.1,-0.88,0.067517159
1052018,50,54.9,1.05,5.74,0,0,0.28,1.15,-0.1,-0.08,0.557612554
1052018,51,58.8,3.12,6,0,0,0.38,1.27,1.85,1.5,1.767525622
1052018,52,59.5,0.7,6,0,0,0.41,1.33,-0.63,-0.51,0.409848371
1052018,53,49.3,1.32,6,0,0,0.17,1.14,0.18,0.15,0.798098257
1052018,54,61.8,0.86,6,0,0,0.49,1.49,-0.63,-0.49,0.54681128
1052018,55,52.3,0,6,0,0.24,0.24,1.24,-1.24,-0.92,-0.021095611
1052018,56,58.6,0.31,5.76,0,0.1,0.41,1.41,-1.1,-0.77,0.176257748
1052018,57,58.3,0.94,5.66,0,0,0.41,1.37,-0.43,-0.29,0.551442964
1062018,1,55.1,1.65,6,0,0,0.27,1.15,0.5,0.42,0.911218661
1062018,2,55,0.78,6,0,0,0.28,1.18,-0.4,-0.33,0.438478891
1062018,3,58.8,0.26,6,0,0.13,0.39,1.29,-1.03,-0.8,0.137724916
1062018,4,60,0.95,5.87,0,0,0.43,1.32,-0.37,-0.27,0.5417829
1062018,5,59.6,1.28,6,0,0,0.43,1.24,0.04,0.02,0.708007725
1062018,6,60,2.17,6,0,0,0.45,1.18,0.99,0.63,1.133896823
1062018,7,59.8,0.05,6,0,0.4,0.45,1.08,-1.03,-0.64,0.008845577
1062018,8,62.1,1.78,5.6,0,0,0.53,1.09,0.69,0.44,0.785824882
1062018,9,66.7,0.02,6,0,0.7,0.72,1.08,-1.06,-0.7,-0.005557054
1062018,10,70.8,0.01,5.3,0,0.81,0.82,1.22,-1.21,-0.87,-0.011405969
1062018,11,72.5,0.96,4.49,0,0.04,1,1.25,-0.29,-0.23,0.337384479
1062018,12,76.6,1.8,4.45,0,0,1.25,1.28,0.52,0.43,0.615743163
1062018,13,79.2,4.79,5,0,0,1.22,1.99,2.8,2.39,2.672680412
1062018,14,78.8,0.09,6,0,1.09,1.18,1.9,-1.81,-1.54,0.038090867
1062018,15,79,1.6,4.91,0,0,1.42,0.92,0.68,0.63,0.423531577
1062018,16,81.8,0.79,5.09,0,0.7,1.49,0.94,-0.15,-0.14,0.208625459
1062018,17,83.3,0.8,4.39,0,0.63,1.43,1.02,-0.22,-0.2,0.195374931
1062018,18,81.9,1.07,3.76,0,0.33,1.4,1.08,-0.01,-0.01,0.245481348
1062018,19,82.6,0.82,3.43,0,0.46,1.28,1.18,-0.36,-0.32,0.183252512
1062018,20,82.3,1.79,2.97,0,0,1.6,1.23,0.56,0.51,0.375087356
1062018,21,81.2,0.19,3.16,0,0.76,0.95,1.14,-0.95,-0.89,0.028660793
